-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,108,172,172,172,172,172,172,172,172,110,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,111,305,305,301,305,305,301,305,305,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,109,863,40,864,686,686,863,40,864,171,172,110,108,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,161,863,168,686,686,686,863,168,864,175,177,171,110,108,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,227,686,686,686,927,686,686,686,686,686,686,299,171,110,108,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,225,686,686,686,485,487,686,686,686,48,686,686,299,171,110,108,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,109,686,40,686,686,928,686,686,686,175,48,686,686,299,171,110,108,108,108,108,108,108,108,108
108,108,108,108,108,108,108,108,109,686,104,686,686,686,686,686,1181,686,175,48,686,686,299,107,108,108,108,108,108,108,108,108
172,172,172,172,172,172,172,172,173,686,168,686,927,927,686,686,686,686,686,175,686,686,686,171,172,172,172,172,172,172,172,110
301,301,301,301,301,301,301,301,301,686,686,686,485,487,686,1309,991,1245,686,686,686,686,686,301,301,301,301,301,301,301,301,107
1575,686,686,686,686,686,686,686,686,686,686,686,686,928,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,1573,108
1703,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,1317,1319,686,686,686,1637,108
44,45,686,686,686,686,686,686,686,686,686,686,686,686,686,686,686,290,246,686,686,686,686,686,686,1381,1383,686,686,686,1701,108
108,109,686,686,686,735,543,864,43,44,44,44,44,44,44,44,44,45,310,686,686,686,686,686,43,44,45,685,43,43,44,46
108,109,686,686,686,799,800,686,107,108,108,108,108,108,108,108,108,109,475,686,686,686,686,686,107,108,173,685,171,171,172,110
108,109,686,686,686,928,686,686,107,108,108,108,108,108,108,108,108,109,539,686,686,686,686,686,107,108,299,685,299,299,299,107
108,109,686,686,686,43,44,44,46,108,108,108,108,108,108,108,108,47,44,44,45,686,686,686,107,108,1057,681,681,1056,1058,107
108,109,686,686,686,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,612,686,686,107,108,1121,681,681,1120,1122,107
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,676,686,686,107,108,47,44,44,44,44,46
